"Store No.","Name","Latitude","Longitude","Address","Street","City","State","Zip_Code","County","Phone","Open Hours","URL","Provider","Updated Date","Country","Status","Direction URL"
"1614","Cub - St Paul","44.9534","-93.1596","1440 University Ave W, St Paul, MN, 55104","1440 University Ave W","St Paul","MN","55104","Ramsey","651-646-1003","24 hours, 7 days a week24 hours, 7 days a week","https://www.cub.com/stores/view-store.1614.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/1440+University+Ave+W,+St+Paul,+MN,+55104,+USA/"
"1007635","Cub Liquor - Roseville","44.9933","-93.1505","1201 Larpenteur Ave W, Roseville, MN, 55113","1201 Larpenteur Ave W","Roseville","MN","55113","Ramsey","651-489-5050","mon - sat: 8 am - 10 pmsun: 11 am - 6 pm","https://www.cub.com/stores/view-store.1007635.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/1201+Larpenteur+Ave+W,+Roseville,+MN,+55113,+USA/"
"1007430","Cub Liquor - St Paul","44.9511","-93.0083","2215 Old Hudson Rd, St Paul, MN, 55119","2215 Old Hudson Rd","St Paul","MN","55119","Ramsey","651-731-1668","mon - sat: 8 am - 10 pmsun: 11 am - 6 pm","https://www.cub.com/stores/view-store.1007430.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/2215+Old+Hudson+Rd,+St+Paul,+MN,+55119,+USA/"
"1155493","Cub - Roseville","44.9933","-93.1505","1201 Larpenteur Ave W, Roseville, MN, 55113","1201 Larpenteur Ave W","Roseville","MN","55113","Ramsey","651-488-1825","5 am - midnight, 7 days a week","https://www.cub.com/stores/view-store.1155493.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/1201+Larpenteur+Ave+W,+Roseville,+MN,+55113,+USA/"
"1590","Cub Liquor - White Bear Lake","45.0391","-93.0175","1910 Buerkle Road, White Bear Lake, MN, 55110","1910 Buerkle Road","White Bear Lake","MN","55110","Ramsey","651-777-6909","mon - sat: 8 am - 10 pmsun: 11 am - 6 pm","https://www.cub.com/stores/view-store.1590.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/1910+Buerkle+Road,+White+Bear+Lake,+MN,+55110,+USA/"
"1668","Cub Liquor - Arden Hills","45.0535","-93.1476","3717 Lexington Avenue North, Arden Hills, MN, 55126","3717 Lexington Avenue North","Arden Hills","MN","55126","Ramsey","651-766-5285","mon - sat: 8 am - 10 pmsun: 11 am - 6 pm","https://www.cub.com/stores/view-store.1668.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/3717+Lexington+Avenue+North,+Arden+Hills,+MN,+55126,+USA/"
"1611","Cub - Maplewood","45.0057","-93.1037","100 W County Rd B, Maplewood, MN, 55117","100 W County Rd B","Maplewood","MN","55117","Ramsey","651-489-8217","24 hours, 7 days a weekmon - fri: 9 am - 9 pmsat - sun: 9 am - 6 pm","https://www.cub.com/stores/view-store.1611.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/100+W+County+Rd+B,+Maplewood,+MN,+55117,+USA/"
"1001042","Cub - White Bear Township","45.08","-93.0565","1059 Meadowland Drive, White Bear Township, MN, 55127","1059 Meadowland Drive","White Bear Township","MN","55127","Ramsey","651-426-6534","6 am - midnight, 7 days a week","https://www.cub.com/stores/view-store.1001042.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/1059+Meadowland+Drive,+White+Bear+Township,+MN,+55127,+USA/"
"1155495","Cub - Roseville","45.0047","-93.1644","2100 Snelling Ave North, Roseville, MN, 55113","2100 Snelling Ave North","Roseville","MN","55113","Ramsey","651-633-9740","5 am - midnight, 7 days a week","https://www.cub.com/stores/view-store.1155495.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/2100+Snelling+Ave+North,+Roseville,+MN,+55113,+USA/"
"1599","Cub - Maplewood","45.0131","-93.0182","2390 White Bear Avenue, Maplewood, MN, 55109","2390 White Bear Avenue","Maplewood","MN","55109","Ramsey","651-773-8558","24 hours, 7 days a weekmon - fri: 9 am - 9 pmsat - sun: 9 am - 6 pm","https://www.cub.com/stores/view-store.1599.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/2390+White+Bear+Avenue,+Maplewood,+MN,+55109,+USA/"
"1155585","Cub - St Paul","44.952","-93.0065","2197 Old Hudson Road, St Paul, MN, 55119","2197 Old Hudson Road","St Paul","MN","55119","Ramsey","651-379-1440","24 hours, 7 days a week","https://www.cub.com/stores/view-store.1155585.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/2197+Old+Hudson+Road,+St+Paul,+MN,+55119,+USA/"
"1007547","Cub Liquor - White Bear Township","45.0813","-93.0577","1059 Meadow Land Drive, White Bear Township, MN, 55127","1059 Meadow Land Drive","White Bear Township","MN","55127","Ramsey","651-426-2968","mon - sat: 9 am - 10 pmsun: 11 am - 6 pm","https://www.cub.com/stores/view-store.1007547.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/1059+Meadow+Land+Drive,+White+Bear+Township,+MN,+55127,+USA/"
"1649","Cub - New Brighton","45.083","-93.22","2600 Rice Creek Rd, New Brighton, MN, 55112","2600 Rice Creek Rd","New Brighton","MN","55112","Ramsey","651-636-2277","24 hours, 7 days a weekmon - fri: 9 am - 9 pmsat - sun: 9 am - 6 pm","https://www.cub.com/stores/view-store.1649.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/2600+Rice+Creek+Rd,+New+Brighton,+MN,+55112,+USA/"
"1663","Cub Liquor - Maplewood","45.0057","-93.1037","100 West County Road B, Maplewood, MN, 55117","100 West County Road B","Maplewood","MN","55117","Ramsey","651-489-1275","mon - sat: 8 am - 10 pmsun: 11 am - 6 pm","https://www.cub.com/stores/view-store.1663.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/100+West+County+Road+B,+Maplewood,+MN,+55117,+USA/"
"4973","Cub - St Paul","44.9766","-93.0442","1177 Clarence St, St Paul, MN, 55106","1177 Clarence St","St Paul","MN","55106","Ramsey","651-774-7148","24 hours, 7 days a weekmon - fri: 9 am - 9 pmsat - sun: 9 am - 6 pm","https://www.cub.com/stores/view-store.4973.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/1177+Clarence+St,+St+Paul,+MN,+55106,+USA/"
"1641","Cub - Arden Hills","45.0535","-93.1476","3717 Lexington Ave N, Arden Hills, MN, 55126","3717 Lexington Ave N","Arden Hills","MN","55126","Ramsey","651-486-7933","24 hours, 7 days a weekmon - fri: 9 am - 9 pmsat - sun: 9 am - 6 pm","https://www.cub.com/stores/view-store.1641.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/3717+Lexington+Ave+N,+Arden+Hills,+MN,+55126,+USA/"
"1637","Cub - Northfield","44.4497","-93.1701","2423 Highway 3 South, Northfield, MN, 55057","2423 Highway 3 South","Northfield","MN","55057","Rice","507-645-6887","24 hours, 7 days a weekmon - fri: 8 am - 8 pmsat: 9 am - 6 pmsun: 10 am - 5 pm","https://www.cub.com/stores/view-store.1637.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/2423+Highway+3+South,+Northfield,+MN,+55057,+USA/"
"6691","Cub Liquor - Shakopee","44.782","-93.5086","1262 Vierling Drive, Shakopee, MN, 55379","1262 Vierling Drive","Shakopee","MN","55379","Scott","952-403-9463","mon - sat: 9 am - 10 pmsun: 11 am - 6 pm","https://www.cub.com/stores/view-store.6691.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/1262+Vierling+Drive,+Shakopee,+MN,+55379,+USA/"
"1640","Cub - Savage","44.7483","-93.3777","14075 Hwy 13, Savage, MN, 55378","14075 Hwy 13","Savage","MN","55378","Scott","952-447-1555","24 hours, 7 days a weekmon - fri: 9 am - 9 pmsat - sun: 9 am - 6 pm","https://www.cub.com/stores/view-store.1640.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/14075+Hwy+13,+Savage,+MN,+55378,+USA/"
"6689","Cub - Shakopee","44.7799","-93.5096","1198 Vierling Drive East, Shakopee, MN, 55379","1198 Vierling Drive East","Shakopee","MN","55379","Scott","952-403-1620","24 hours, 7 days a week","https://www.cub.com/stores/view-store.6689.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/1198+Vierling+Drive+East,+Shakopee,+MN,+55379,+USA/"
"1001043","Cub - Elk River","45.3157","-93.5614","19216 Freeport Avenue, Elk River, MN, 55330","19216 Freeport Avenue","Elk River","MN","55330","Sherburne","763-241-1124","5 am - midnight, 7 days a week","https://www.cub.com/stores/view-store.1001043.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/19216+Freeport+Avenue,+Elk+River,+MN,+55330,+USA/"
"1603","Cub - Duluth","46.8032","-92.147","615 W Central Entrance, Duluth, MN, 55811","615 W Central Entrance","Duluth","MN","55811","St. Louis","218-727-0272","24 hours, 7 days a weekmon - fri: 8 am - 8 pmsat: 8 am - 5 pmsun: 10 am - 3 pm","https://www.cub.com/stores/view-store.1603.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/615+W+Central+Entrance,+Duluth,+MN,+55811,+USA/"
"1625","Cub - Freeport","42.2831","-89.6328","1512 S West Avenue, Freeport, IL, 61032","1512 S West Avenue","Freeport","IL","61032","Stephenson","815-233-1100","24 hours, 7 days a weekmon - fri: 9 am - 9 pmsat: 9 am - 6 pmsun: 10 am - 6 pm","https://www.cub.com/stores/view-store.1625.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/1512+S+West+Avenue,+Freeport,+IL,+61032,+USA/"
"1155903","Cub - Woodbury","44.9444","-92.9375","8432 Tamarack Village, Woodbury, MN, 55125","8432 Tamarack Village","Woodbury","MN","55125","Washington","651-730-8148","6 am - 10 pm, 7 days a week","https://www.cub.com/stores/view-store.1155903.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/8432+Tamarack+Village,+Woodbury,+MN,+55125,+USA/"
"1589","Cub - Oakdale","44.9616","-92.9607","7191 10th Street North, Oakdale, MN, 55128","7191 10th Street North","Oakdale","MN","55128","Washington","651-739-3550","24 hours, 7 days a weekmon - fri: 8 am - 8 pmsat - sun: 9 am - 6 pm","https://www.cub.com/stores/view-store.1589.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/7191+10th+Street+North,+Oakdale,+MN,+55128,+USA/"
"1664","Cub Liquor - Stillwater","45.0379","-92.8406","1801 Market Drive, Stillwater, MN, 55082","1801 Market Drive","Stillwater","MN","55082","Washington","651-430-1713","mon - sat: 8 am - 10 pmsun: 11 am - 6 pm","https://www.cub.com/stores/view-store.1664.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/1801+Market+Drive,+Stillwater,+MN,+55082,+USA/"
"1564","Cub Liquor - Oakdale","44.9633","-92.96","7185 10th Street N, Oakdale, MN, 55128","7185 10th Street N","Oakdale","MN","55128","Washington","651-739-3570","mon - sat: 8 am - 10 pmsun: 11 am - 6 pm","https://www.cub.com/stores/view-store.1564.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/7185+10th+Street+N,+Oakdale,+MN,+55128,+USA/"
"1634","Cub - Forest Lake","45.2826","-93.0101","2013 Broadway Ave W, Forest Lake, MN, 55025","2013 Broadway Ave W","Forest Lake","MN","55025","Washington","651-982-4511","24 hours, 7 days a weekmon - fri: 9 am - 9 pmsat - sun: 9 am - 6 pm","https://www.cub.com/stores/view-store.1634.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/2013+Broadway+Ave+W,+Forest+Lake,+MN,+55025,+USA/"
"1613","Cub - Cottage Grove","44.8181","-92.9301","8690 E Point Douglas Rd, Cottage Grove, MN, 55016","8690 E Point Douglas Rd","Cottage Grove","MN","55016","Washington","651-459-7106","24 hours, 7 days a weekmon - fri: 9 am - 9 pmsat - sun: 9 am - 6 pm","https://www.cub.com/stores/view-store.1613.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/8690+E+Point+Douglas+Rd,+Cottage+Grove,+MN,+55016,+USA/"
"1001044","Cub - Buffalo","45.1708","-93.8597","1008 East Highway 55, Buffalo, MN, 55313","1008 East Highway 55","Buffalo","MN","55313","Wright","763-682-0100","6 am - midnight, 7 days a week","https://www.cub.com/stores/view-store.1001044.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/1008+East+Highway+55,+Buffalo,+MN,+55313,+USA/"
"1632","Cub - Monticello","45.3","-93.8009","216 7th Street West, Monticello, MN, 55362","216 7th Street West","Monticello","MN","55362","Wright","763-271-6800","24 hours, 7 days a weekmon - fri: 9 am - 9 pmsat - sun: 9 am - 6 pm","https://www.cub.com/stores/view-store.1632.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/216+7th+Street+West,+Monticello,+MN,+55362,+USA/"
"1003894","Cub Foods - St Michael","45.2104","-93.6487","900 Central Ave E, St Michael, MN, 55376","900 Central Ave E","St Michael","MN","55376","Wright","763-497-7069","6 am - midnight, 7 days a week","https://www.cub.com/stores/view-store.1003894.html","Cub Foods","2020-11-19","USA","Open","https://www.google.com/maps/dir/Current+Location/900+Central+Ave+E,+St+Michael,+MN,+55376,+USA/"
